CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NO_FANTASIA;NU_ENDERECO;CO_CEP;NU_TELEFONE;NO_EMAIL;CO_ATIVIDADE;TP_UNIDADE;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_CONVENIO;QTProfissionais;NU_CNPJ_ADM;TO_CHAR(DT_VIGENCIA_INICIAL,'DD/MM/YYYY');TO_CHAR(DT_VIGENCIA_FINAL,'DD/MM/YYYY');CO_CPF;NO_REPRESENTANTE;DS_CARGO;DS_E_MAIL;DT_DADOS
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;2;;;;;;;;;202208
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;2;;;;;;;;;202208
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;6;;;;;;;;;202208
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;1;;;;;;;;;202208
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;1;;;;;;;;;202208
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;2;;;;;;;;;202208
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;2;;;;;;;;;202208
2211006650732;6650732;;3;ART DENTE;281;64001310;8632210582;;4;39;22;221100;;;2;;;;;;;;;202208
2211009687823;9687823;;3;UNIDADE MEDICAL;670;64001450;8630848890;;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211009687823;9687823;;3;UNIDADE MEDICAL;670;64001450;8630848890;;4;39;22;221100;;18.0;2;;;;;;;;;202208
2210609004440;9004440;;3;LAPRODENT;400;64770000;;;4;39;22;221060;;;2;;;;;;;;;202208
2201919011080;9011080;2509009000158.0;3;LRPD DE BOM PRINCIPIO DO PIAUI;160;64225000;8633271170;smsbomprincipio@hotmail.com;4;39;22;220191;;20.0;1;;;;;;;;;202208
2202179013962;9013962;5994552000186.0;3;LABORATORIO DE PROTESE DE CAMPO LARGO DO PIAUI;S/N;64148000;;;4;39;22;220217;;20.0;1;;;;;;;;;202208
2211009026142;9026142;;3;IMAGEM DIAGNOSTICOS LTDA;6930;64066050;86 21068446;liarth@bol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202208
2211009026142;9026142;;3;IMAGEM DIAGNOSTICOS LTDA;6930;64066050;86 21068446;liarth@bol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211009026142;9026142;;3;IMAGEM DIAGNOSTICOS LTDA;6930;64066050;86 21068446;liarth@bol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202208
2202209209891;9209891;;3;ROBERIO SAMPAIO PROTESE DENTARIA;S/N;64280000;86 33032278;roberiofsampaio@hotmail.com;4;39;22;220220;;20.0;2;;;;;;;;;202208
2208409240160;9240160;;3;D P LAB;102;64260000;86 99946697;;4;39;22;220840;;18.0;2;;;;;;;;;202208
2208409240160;9240160;;3;D P LAB;102;64260000;86 99946697;;4;39;22;220840;;18.0;6;;;;;;;;;202208
2201200707716;707716;;3;CLINVIDAS;679;64100000;86 32230738;admclinvidas@hotmail.com;4;39;22;220120;;18.0;1;;;;;;;;;202208
2201200707716;707716;;3;CLINVIDAS;679;64100000;86 32230738;admclinvidas@hotmail.com;4;39;22;220120;;18.0;2;;;;;;;;;202208
2201200707716;707716;;3;CLINVIDAS;679;64100000;86 32230738;admclinvidas@hotmail.com;4;39;22;220120;;18.0;6;;;;;;;;;202208
2207709105581;9105581;;3;LABORATORIO MENESES;1459;64200460;86 88513155;;4;39;22;220770;;16.0;2;;;;;;;;;202208
2207709105581;9105581;;3;LABORATORIO MENESES;1459;64200460;86 88513155;;4;39;22;220770;;16.0;6;;;;;;;;;202208
2211000941115;941115;;3;LABORATORIO EXAME DE TERESINA LTDA;2160;64000120;8621065959;adminsitracao@laborexame.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211009101403;9101403;;3;MED EXAMES;743;64001370;30844665;;4;39;22;221100;;;2;;;;;;;;;202208
2200200972754;972754;;3;CITOPREV;414;64460000;;CITOPREVAB@GMAIL.COM;4;80;22;220020;;18.0;2;;;;;;;;;202208
2205800877050;877050;1761198000199.0;3;LRPD DE LUZILANDIA;267;64160000;;;4;39;22;220580;;20.0;1;;;;;;;;;202208
2204500859729;859729;;3;LABOCLINICA;29;64840000;89 35521646;laboclinicagua@gmail.com;4;39;22;220450;;18.0;2;;;;;;;;;202208
2205519977341;9977341;2254640000153.0;3;LRPD DE JUAZEIRO DO PIAUI;S/N;64343000;;;4;39;22;220551;;20.0;1;;;;;;;;;202208
2207302975750;2975750;1658614000128.0;3;LRPD PAES LANDIM;346;64710000;;;4;39;22;220730;;16.0;1;;;;;;;;;202208
2209409956913;9956913;2335258000174.0;3;LABORATORIO REGIONAL DE PROTESE DENTARIA DE SAL;S/N;64640000;;;4;39;22;220940;;20.0;1;;;;;;;;;202208
2209409956913;9956913;2335258000174.0;3;LABORATORIO REGIONAL DE PROTESE DENTARIA DE SAL;S/N;64640000;;;4;39;22;220940;;20.0;1;;;;;;;;;202208
2205540813737;813737;2970115000134.0;3;LABORATORIO DE PROTESES DE LAGOINHA DO PIAUI;S/N;64465000;;;4;39;22;220554;;20.0;1;;;;;;;;;202208
2207900768383;768383;;3;V C DE MELO;467;64255000;86 99186970;veridianomelo@bol.com.br;4;39;22;220790;;18.0;2;;;;;;;;;202208
2211009862625;9862625;;3;BIOANALISE LTDA;1720;64049300;;;4;39;22;221100;;18.0;2;;;;;;;;;202208
2202205370906;5370906;;3;CLINICA DE DIAGNOSTICO POR IMAGEM;1182;64280000;;;4;39;22;220220;;18.0;2;;;;;;;;;202208
2202205370906;5370906;;3;CLINICA DE DIAGNOSTICO POR IMAGEM;1182;64280000;;;4;39;22;220220;;18.0;5;;;;;;;;;202208
2202205370906;5370906;;3;CLINICA DE DIAGNOSTICO POR IMAGEM;1182;64280000;;;4;39;22;220220;;18.0;6;;;;;;;;;202208
2200604008138;4008138;;3;LABORATORIO BIOEXAMES;S/N;64410000;(86) 9436 5369;;4;39;22;220060;;18.0;1;;;;;;;;;202208
2207906222684;6222684;;3;LABOCLINICA;65;64255000;;;4;39;22;220790;;18.0;1;;;;;;;;;202208
2207906222684;6222684;;3;LABOCLINICA;65;64255000;;;4;39;22;220790;;18.0;2;;;;;;;;;202208
2211009849874;9849874;;3;HEMATO;2566;64007240;86981273173;;4;39;22;221100;;16.0;2;;;;;;;;;202208
2208409503773;9503773;;3;PROLIFE;178;64260000;86 32760596;;4;39;22;220840;;18.0;1;;;;;;;;;202208
2208409503773;9503773;;3;PROLIFE;178;64260000;86 32760596;;4;39;22;220840;;18.0;1;;;;;;;;;202208
2208409503773;9503773;;3;PROLIFE;178;64260000;86 32760596;;4;39;22;220840;;18.0;2;;;;;;;;;202208
2208409503773;9503773;;3;PROLIFE;178;64260000;86 32760596;;4;39;22;220840;;18.0;2;;;;;;;;;202208
2211209916253;9916253;;3;LABORATORIO RIBEIRO;889;64860000;89 88156918;aupeconta@hotmail.com;4;39;22;221120;;20.0;2;;;;;;;;;202208
2200707703244;7703244;1676082000151.0;3;LABORATORIO DE PROTESES DENTARIA DE ANISIO DE ABREU PI;200;64780000;;;4;39;22;220070;;20.0;1;;;;;;;;;202208
2206697407912;7407912;1612596000143.0;3;LABORATORIO DE PROTESE DENTARIA DE MURICI DOS PORTELAS;S/N;64175000;;;4;39;22;220669;;20.0;1;;;;;;;;;202208
2207002324318;2324318;;3;CENTRO DE ENDOSCOPIA DE OEIRAS SC;600;64500000;(89) 34621709;;4;39;22;220700;;18.0;1;;;;;;;;;202208
2207002324318;2324318;;3;CENTRO DE ENDOSCOPIA DE OEIRAS SC;600;64500000;(89) 34621709;;4;39;22;220700;;18.0;1;;;;;;;;;202208
2207002324318;2324318;;3;CENTRO DE ENDOSCOPIA DE OEIRAS SC;600;64500000;(89) 34621709;;4;39;22;220700;;18.0;2;;;;;;;;;202208
2201203747514;3747514;2758526000160.0;3;CLINICA SANTA MARTA LTDA;S/N;64100000;;;4;39;22;220120;;;2;;;;;;;;;202208
2203203586510;3586510;;3;CLIMEDIC;2455;64960000;;;4;39;22;220320;;;2;;;;;;;;;202208
2210703511995;3511995;;3;LABORATORIO DE ANALISES CLINICAS LAC;389;64585000;(89)94561505;;4;39;22;221070;;18.0;1;;;;;;;;;202208
2210703511995;3511995;;3;LABORATORIO DE ANALISES CLINICAS LAC;389;64585000;(89)94561505;;4;39;22;221070;;18.0;2;;;;;;;;;202208
2210703511995;3511995;;3;LABORATORIO DE ANALISES CLINICAS LAC;389;64585000;(89)94561505;;4;39;22;221070;;18.0;2;;;;;;;;;202208
2211003174964;3174964;;3;GINECLINICA;1558;64001120;;;4;39;22;221100;;;2;;;;;;;;;202208
2211003174964;3174964;;3;GINECLINICA;1558;64001120;;;4;39;22;221100;;;2;;;;;;;;;202208
2203700997455;997455;4266498000190.0;3;LABORATORIO MUNICIPAL DE ESPERANTINA;173;64180000;(86) 3383 1538;DEVISAESPERANTINA@GMAIL.COM;4;39;22;220370;;18.0;1;;;;;;;;;202208
2208406480578;6480578;2601314000175.0;3;CENTRO DE ATIVIDADES FISICAS INTEGRADAS CAFI;S/N;64260000;986)32761788;sms@piripiri.pi.gov.br;4;39;22;220840;;13.0;1;;;;;;;;;202208
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;1;;;;;;;;;202208
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;1;;;;;;;;;202208
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;2;;;;;;;;;202208
2202087779283;7779283;5266565000139.0;3;LABORATORIO DE PROTESES DE CAJUEIRO DA PRAIA;S/N;64222000;;;4;39;22;220208;;18.0;1;;;;;;;;;202208
2203707831064;7831064;4266498000190.0;3;LRPD DE ESPERANTINA;279;64180000;;smsesperantina@yahoo.com.br;4;39;22;220370;;20.0;1;;;;;;;;;202208
2211003135462;3135462;;3;CENDOMED S S LTDA;211;64052100;(86)2333540;;4;39;22;221100;;;2;;;;;;;;;202208
2211003135462;3135462;;3;CENDOMED S S LTDA;211;64052100;(86)2333540;;4;39;22;221100;;;2;;;;;;;;;202208
2202257846819;7846819;3265143000113.0;3;LABORATORIO REGIONAL DE PROTESE DENTARIA DE CANAVIEIRA PI;105;64833000;89994602022;;4;39;22;220225;;20.0;1;;;;;;;;;202208
2208407851049;7851049;;3;FUNDACHRIS;132;64260000;(86)32762981;chrisfapi@hotmail.com;1;39;22;220840;;15.0;1;;;;;;;;;202208
2208407851049;7851049;;3;FUNDACHRIS;132;64260000;(86)32762981;chrisfapi@hotmail.com;1;39;22;220840;;15.0;2;;;;;;;;;202208
2203007966334;7966334;1856042000191.0;3;LABORATORIO DE PROTESES DENTARIAS DE CRISTALANDIA DO PIAUI;S/N;64995000;89-35761359;;4;39;22;220300;;20.0;1;;;;;;;;;202208
2207702364964;2364964;;3;ENDOGASTRO;1035;64200361;86 33222850;;4;39;22;220770;;16.0;1;;;;;;;;;202208
2207702364964;2364964;;3;ENDOGASTRO;1035;64200361;86 33222850;;4;39;22;220770;;16.0;1;;;;;;;;;202208
2207702364964;2364964;;3;ENDOGASTRO;1035;64200361;86 33222850;;4;39;22;220770;;16.0;2;;;;;;;;;202208
2207702364964;2364964;;3;ENDOGASTRO;1035;64200361;86 33222850;;4;39;22;220770;;16.0;2;;;;;;;;;202208
2207702443732;2443732;;3;CLINICA ARMANDO CAJUBA;866;64200907;(86)3221917;clinicaarmandocajuba@hotmail.com;4;39;22;220770;;16.0;1;;;;;;;;;202208
2207702443732;2443732;;3;CLINICA ARMANDO CAJUBA;866;64200907;(86)3221917;clinicaarmandocajuba@hotmail.com;4;39;22;220770;;16.0;2;;;;;;;;;202208
2207709094261;9094261;;3;LABORATORIO MED ANALISES;867;64200200;86 33212738;;4;39;22;220770;;16.0;1;;;;;;;;;202208
2207709094261;9094261;;3;LABORATORIO MED ANALISES;867;64200200;86 33212738;;4;39;22;220770;;16.0;2;;;;;;;;;202208
2207709094261;9094261;;3;LABORATORIO MED ANALISES;867;64200200;86 33212738;;4;39;22;220770;;16.0;6;;;;;;;;;202208
2208006224350;6224350;;3;LABORATORIO JK;274;64600312;8934210036;JKLAUBER@HOTMAIL.COM;4;39;22;220800;;16.0;1;;;;;;;;;202208
2208006224350;6224350;;3;LABORATORIO JK;274;64600312;8934210036;JKLAUBER@HOTMAIL.COM;4;39;22;220800;;16.0;2;;;;;;;;;202208
2208006224350;6224350;;3;LABORATORIO JK;274;64600312;8934210036;JKLAUBER@HOTMAIL.COM;4;39;22;220800;;16.0;6;;;;;;;;;202208
2211007051565;7051565;;3;LABORATORIO VIDA;458;64001390;8632175228;stamarialab@hotmail.com;4;39;22;221100;;18.0;1;;;;;;;;;202208
2211007051565;7051565;;3;LABORATORIO VIDA;458;64001390;8632175228;stamarialab@hotmail.com;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211007051565;7051565;;3;LABORATORIO VIDA;458;64001390;8632175228;stamarialab@hotmail.com;4;39;22;221100;;18.0;6;;;;;;;;;202208
2211007060017;7060017;;3;LABORATORIO DE PROTESE DENTARIA ARTE DO SORRISO;07;64078150;86 8846 7921;;4;39;22;221100;;;2;;;;;;;;;202208
2211007079273;7079273;;3;ULTRA X;1430;64048232;8632331688;ultraxltda@hotmail.com;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211007079273;7079273;;3;ULTRA X;1430;64048232;8632331688;ultraxltda@hotmail.com;4;39;22;221100;;18.0;6;;;;;;;;;202208
2204807090102;7090102;;3;CLINDILABOR;S/N;64540000;89 3440 1098;dalilanogueira3@hotmail.com;4;39;22;220480;;18.0;2;;;;;;;;;202208
2202905442079;5442079;;3;LABORATORIO DE ANALISES CLINICAS PACHECO;1075;64980000;;;4;39;22;220290;;18.0;2;;;;;;;;;202208
2211006051308;6051308;;3;ULTRARAD;1480;64049110;(86)32265851;ultrarad@uol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211006051308;6051308;;3;ULTRARAD;1480;64049110;(86)32265851;ultrarad@uol.com.br;4;39;22;221100;;18.0;5;;;;;;;;;202208
2211006051308;6051308;;3;ULTRARAD;1480;64049110;(86)32265851;ultrarad@uol.com.br;4;39;22;221100;;18.0;6;;;;;;;;;202208
2211007262256;7262256;;3;PRO ODONTOLOGIA;1268;64003265;86 88535047;prodontologia@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202208
2211007262256;7262256;;3;PRO ODONTOLOGIA;1268;64003265;86 88535047;prodontologia@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202208
2211007262256;7262256;;3;PRO ODONTOLOGIA;1268;64003265;86 88535047;prodontologia@hotmail.com;4;39;22;221100;;20.0;6;;;;;;;;;202208
2200107269722;7269722;2875123000100.0;3;LRPD DE AGRICOLANDIA;S/N;64440000;;;4;39;22;220010;;20.0;1;;;;;;;;;202208
2206057279590;7279590;1696914000100.0;3;LRPD MASSAPE DO PIAUI;99;64573000;;smsmassape@saude.pi.gov.br;4;39;22;220605;;20.0;1;;;;;;;;;202208
2206707280610;7280610;1825779000147.0;3;LRPD DE NAZARE DO PIAUI;S/N;64825000;;;4;39;22;220670;;20.0;1;;;;;;;;;202208
2209377269730;7269730;946687000152.0;3;LRPD DE SANTA ROSA DO PIAUI;S/N;64518000;;;4;39;22;220937;;20.0;1;;;;;;;;;202208
2209457269773;7269773;3038683000164.0;3;LRPD DE SANTO ANTONIO DOS MILAGRES;S/N;64438000;;;4;39;22;220945;;20.0;1;;;;;;;;;202208
2209507269803;7269803;6553945000117.0;3;LRPD DE SANTO INACIO DO PIAUI;S/N;64560000;;;4;39;22;220950;;20.0;1;;;;;;;;;202208
2204157279043;7279043;2676031000192.0;3;LRPD DE FRANCISCO MACEDO;50;64683000;89 34350059;SMSFRANCISCOMACEDO@HOTMAIL.COM;4;39;22;220415;;20.0;1;;;;;;;;;202208
2205157281595;7281595;2737969000175.0;3;LRPD LABORATORIO REGIONAL DE PROTESE DENTARIO;S/N;64755000;8934881149;saudejacobina@hotmail.com;4;39;22;220515;;20.0;1;;;;;;;;;202208
2205457277644;7277644;1612677000143.0;3;LRPD DE JOCA MARQUES;S/N;64165000;;;4;39;22;220545;;20.0;1;;;;;;;;;202208
2206307277601;7277601;6554935000104.0;3;LRPD DE MIGUEL LEAO;S/N;64445000;;;4;39;22;220630;;20.0;1;;;;;;;;;202208
2207757276923;7276923;2449672000104.0;3;LRPD DE PASSAGEM FRANCA DO PIAUI;S/N;64395000;8632831284;passagemfranca@bol.com.br;4;39;22;220775;;20.0;1;;;;;;;;;202208
2207797281919;7281919;4314624000134.0;3;LRPD DE PAU DARCO;S/N;64295000;;;4;39;22;220779;;20.0;1;;;;;;;;;202208
2207937265360;7265360;1944247000129.0;3;LRPD LABORATORIO REGIONAL DE PROTESE DENTARIA;S/N;64728000;8934790002;;4;39;22;220793;;20.0;1;;;;;;;;;202208
2209607269765;7269765;7903262000105.0;3;LRPD DE SAO FELIX DO PIAUI;S/N;64375000;;;4;39;22;220960;;20.0;1;;;;;;;;;202208
2210057276656;7276656;1830007000101.0;3;LABORATORIO ODONTOLOGICO DE SAO JOSE DO DIVINO;S/N;64245000;8633461228;smssjdivino@gmail.com;4;39;22;221005;;20.0;1;;;;;;;;;202208
2211507280823;7280823;1693184000185.0;3;LABORATORIO DE PROTESE DENTARIA DE VERA MENDES;S/N;64568000;8934580070;SMS VERA MENDES;4;39;22;221150;;20.0;1;;;;;;;;;202208
2211707276737;7276737;1710822000129.0;3;LRPD DE WALL FERRAZ;145;64548000;89 34520015;edilsonfeitosa@bol.com.br;4;39;22;221170;;20.0;1;;;;;;;;;202208
2205577279426;7279426;3056303000114.0;3;LRPD DE LAGOA DE SAO FRANCISCO;S/N;64258000;;smslsfrancisco@yahoo.com.br;4;39;22;220557;;20.0;1;;;;;;;;;202208
2200277325681;7325681;2660575000166.0;3;LRPD ALEGRETE DO PIAUI PI;S/N;64675000;;;4;39;22;220027;;20.0;1;;;;;;;;;202208
2211007325800;7325800;;3;IMPLANTLAB;1677;64001260;;;4;39;22;221100;;20.0;1;;;;;;;;;202208
2211007325800;7325800;;3;IMPLANTLAB;1677;64001260;;;4;39;22;221100;;20.0;2;;;;;;;;;202208
2211006037496;6037496;;3;PHYSICAL MAVES CENTER;1134;64048400;(86)3233-8110;;4;39;22;221100;;;2;;;;;;;;;202208
2211006037496;6037496;;3;PHYSICAL MAVES CENTER;1134;64048400;(86)3233-8110;;4;39;22;221100;;;6;;;;;;;;;202208
2206507326246;7326246;2221933000134.0;3;LRPD MONSENHOR HIPOLITO;39;64650000;(89) 3433-1280;smsmonshipolito05@yahoo.com.br;4;39;22;220650;;20.0;1;;;;;;;;;202208
2207777326599;7326599;41522285000108.0;3;LRPD DE PATOS;S/N;64580000;8934591158;SMSPATOSPI@YAHOO.COM.BR;4;39;22;220777;;20.0;1;;;;;;;;;202208
2208657274033;7274033;2676035000170.0;3;LRPD QUEIMADA NOVA;S/N;64758000;;;4;39;22;220865;;20.0;1;;;;;;;;;202208
2211007285930;7285930;;3;LABORATORIO DE PROTESE ODONTOLOGICA LAPRODONTO;398;64004800;(86)32256778/99948429;mario_protetico@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202208
2211007285930;7285930;;3;LABORATORIO DE PROTESE ODONTOLOGICA LAPRODONTO;398;64004800;(86)32256778/99948429;mario_protetico@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202208
2211007285930;7285930;;3;LABORATORIO DE PROTESE ODONTOLOGICA LAPRODONTO;398;64004800;(86)32256778/99948429;mario_protetico@hotmail.com;4;39;22;221100;;20.0;2;;;;;;;;;202208
2207557275056;7275056;2389819000118.0;3;LABORATORIO DE PROTESE DENTARIA DE PAQUETA;439;64618000;(89)34240041;sms.paquetapi@hotmail.com;4;39;22;220755;;20.0;1;;;;;;;;;202208
2204807284535;7284535;1720262000193.0;3;LABORATORIO DE PROTESE DENTARIO;S/N;64540000;;;4;39;22;220480;;20.0;1;;;;;;;;;202208
2208006480772;6480772;;3;LABOR DENT;4083;64607755;89999855699;;4;39;22;220800;;20.0;2;;;;;;;;;202208
2208006480772;6480772;;3;LABOR DENT;4083;64607755;89999855699;;4;39;22;220800;;20.0;5;;;;;;;;;202208
2208006480772;6480772;;3;LABOR DENT;4083;64607755;89999855699;;4;39;22;220800;;20.0;6;;;;;;;;;202208
2201207345038;7345038;;3;LAB ANALISES;668;64100000;;;4;39;22;220120;;18.0;1;;;;;;;;;202208
2201207345038;7345038;;3;LAB ANALISES;668;64100000;;;4;39;22;220120;;18.0;2;;;;;;;;;202208
2203607355246;7355246;2852126000110.0;3;LRPD DE ELISEU MARTINS;S/N;64880000;;;4;39;22;220360;;20.0;1;;;;;;;;;202208
2206407268548;7268548;6554877000534.0;3;LRPD DE MONSENHOR GIL;102;64450000;;sms.mgil@gmail.com;4;39;22;220640;;20.0;1;;;;;;;;;202208
2202057268505;7268505;2800976000174.0;3;LABORATORIO DE PROTESE DENTARIA DE CABECEIRAS DO PIAUI;S/N;64105000;(86)81436510;betania.monteiro@hotmail.com;4;39;22;220205;;;1;;;;;;;;;202208
2200509783784;9783784;;3;PRODENTEC;20;64400000;86 995411221;;4;39;22;220050;;18.0;2;;;;;;;;;202208
2202209857540;9857540;;3;CENTROLAB;494;64280000;86 99988353;galvaoesilvacontabilidade@gmail.com;4;39;22;220220;;18.0;1;;;;;;;;;202208
2202209857540;9857540;;3;CENTROLAB;494;64280000;86 99988353;galvaoesilvacontabilidade@gmail.com;4;39;22;220220;;18.0;2;;;;;;;;;202208
2204209634932;9634932;;3;CENTROLAB;123;64645000;;centrolabfs@gmail.com;4;39;22;220420;;18.0;2;;;;;;;;;202208
2204209634932;9634932;;3;CENTROLAB;123;64645000;;centrolabfs@gmail.com;4;39;22;220420;;18.0;6;;;;;;;;;202208
2211009587322;9587322;;3;BIO EXAMES;1759;64001280;8632222995;;4;39;22;221100;;18.0;2;;;;;;;;;202208
2202009402675;9402675;6554455000640.0;3;LABORATORIO BURITI DOS LOPES;195;64230000;;;4;80;22;220200;;18.0;1;;;;;;;;;202208
2205607681828;7681828;1856060000173.0;3;LRPD DE LANDRI SALES;488;64850000;;smslandrisales@gmail.com;4;39;22;220560;;20.0;1;;;;;;;;;202208
2206757704372;7704372;1612592000165.0;3;LABORATORIO DE PROTESE DE NOSSA SENHORA DE NAZARE;S/N;64288000;;;4;39;22;220675;;20.0;1;;;;;;;;;202208
2204109873988;9873988;2445565000108.0;3;LRPD DE FRANCISCO AYRES;S/N;64475000;;;4;39;22;220410;;16.0;1;;;;;;;;;202208
2204307717156;7717156;3543912000106.0;3;LABORATORIO MUNICIPAL DE PROTESES DENTARIAS;471;64690000;;;4;39;22;220430;;20.0;1;;;;;;;;;202208
2202209756825;9756825;2439877000109.0;3;LABORATORIO MUNICIPAL DE CAMPO MAIOR;S/N;64280000;;;4;39;22;220220;;18.0;1;;;;;;;;;202208
2207957687990;7687990;1742695000140.0;3;LRPD NOVA SANTA RITA PI;30;64764000;;;4;39;22;220795;;20.0;1;;;;;;;;;202208
2202303361276;3361276;;3;SANTA MARIA ANALISES CLINICAS;1076;64890000;(89)5311930;labsanta;4;39;22;220230;;;2;;;;;;;;;202208
2202303361276;3361276;;3;SANTA MARIA ANALISES CLINICAS;1076;64890000;(89)5311930;labsanta;4;39;22;220230;;;2;;;;;;;;;202208
2205953595935;3595935;;3;LABORATORIO SAO CRISTOVAO;31;64685000;;;4;39;22;220595;;18.0;2;;;;;;;;;202208
2206909013520;9013520;6554836000114.0;3;LRPD NOVO ORIENTE DO PIAUI;S/N;64530000;;;4;39;22;220690;;20.0;1;;;;;;;;;202208
2211006489664;6489664;;3;ESTIMULOS FISIOTERAPIA E SAUDE;2212;64049375;(86)32337950;;4;39;22;221100;;;2;;;;;;;;;202208
2211006489664;6489664;;3;ESTIMULOS FISIOTERAPIA E SAUDE;2212;64049375;(86)32337950;;4;39;22;221100;;;6;;;;;;;;;202208
2208909037160;9037160;3375811000165.0;3;LABORATORIO DE PROTESE DENTARIA DE RIBEIRO GONCALVES;S/N;64865000;;;4;39;22;220890;;20.0;1;;;;;;;;;202208
2207703469875;3469875;;3;LABORATORIO DE ANALISES CLINICAS ESP DE PARNAIBA LTDA;840;64200280;(86)3211929;;4;39;22;220770;;16.0;1;;;;;;;;;202208
2211002323273;2323273;;3;UDI 24 HORAS;2160;64000120;(86)40091715;udi24horas@gmail.com;4;39;22;221100;;18.0;1;;;;;;;;;202208
2211002323273;2323273;;3;UDI 24 HORAS;2160;64000120;(86)40091715;udi24horas@gmail.com;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211003264998;3264998;;3;PRESRAD;5163;64014330;(86)2232400;;4;39;22;221100;;;2;;;;;;;;;202208
2211003265099;3265099;;3;ENDOANALISES;2235;64001020;(86)2238979;;4;39;22;221100;;;2;;;;;;;;;202208
2211003249999;3249999;;3;NUCLEAR SC;2160;64000120;(86)4009-1715;;4;39;22;221100;;18.0;1;;;;;;;;;202208
2211003249999;3249999;;3;NUCLEAR SC;2160;64000120;(86)4009-1715;;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211003004651;3004651;;3;FISIOTRAT CLINICA DE TRATAMENTO FISIOTERAPICO;744;64017117;(86)32218199;;4;39;22;221100;;18.0;2;;;;;;;;;202208
2211204010655;4010655;;3;LACLIU LABORATORIO DE ANALISES CLINICAS;246;64860000;(89)3544-1394;marioscruz @vol.com.br;4;39;22;221120;;18.0;1;;;;;;;;;202208
2211002405784;2405784;;3;CITOANALISES;2402;64001020;(86)2215225;;4;39;22;221100;;;1;;;;;;;;;202208
2211002405784;2405784;;3;CITOANALISES;2402;64001020;(86)2215225;;4;39;22;221100;;;2;;;;;;;;;202208
2211002405784;2405784;;3;CITOANALISES;2402;64001020;(86)2215225;;4;39;22;221100;;;6;;;;;;;;;202208
2211002406012;2406012;;3;LABORATORIO SAO RAIMUNDO LTDA;770;64048180;(86)2338000;;4;39;22;221100;;;2;;;;;;;;;202208
2211002406012;2406012;;3;LABORATORIO SAO RAIMUNDO LTDA;770;64048180;(86)2338000;;4;39;22;221100;;;6;;;;;;;;;202208
2210809326170;9326170;;3;CLINILAB ODONTOLOGIA E MEDICINA ESTETICA;668;64700000;89 99449502;;4;39;22;221080;;18.0;2;;;;;;;;;202208
2210809326170;9326170;;3;CLINILAB ODONTOLOGIA E MEDICINA ESTETICA;668;64700000;89 99449502;;4;39;22;221080;;18.0;2;;;;;;;;;202208
2205009235663;9235663;;3;SORRISO BOM;67;64565000;89 34220000;contapicos@hotmail.com;4;39;22;220500;;16.0;1;;;;;;;;;202208
2211002839113;2839113;;3;INCITO;1614;64049518;8633031522;;4;39;22;221100;;18.0;2;;;;;;;;;202208
2210390911615;911615;2744546000182.0;3;LRPD SMS DE SAO MIGUEL DO FIDALGO PI;S/N;64558000;;;4;39;22;221039;;20.0;1;;;;;;;;;202208
